disease_group,disease_id,disease,outcome,income,sex,age_group,rel_year,estimate,ci_low,ci_high,p_value,n,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,-4,0.1439245234773477,-0.16558108,0.45343012726662646,0.3620699187458216,2580,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,-3,-0.048739027,-0.439609303,0.3421312496630685,0.8069214436673486,4655,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,-2,-0.189189597,-0.403777399,0.025398205405879615,0.083984976,842,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,-1,-0.043463842,-0.178120458,0.091192775,0.5269689174389858,1189,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,0,0.10130276368053355,-0.190911779,0.3935173059107833,0.4968349036367292,2317,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,1,0.076428381,-0.124131335,0.27698809680018516,0.4551191872426723,2071,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,2,0.1900841663062337,-0.110076968,0.49024530093780955,0.21452576506128995,4789,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,3,0.030067899429472356,-0.171855189,0.23199098819839115,0.770394387,4311,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,4,0.15154757761613807,-0.130161839,0.4332569942014847,0.29170170138537665,499,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,young,5,0.23938362398411756,0.10693889023265465,0.37182835773558043,0.00039628,2101,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,-5,0.10203219061338822,-0.131134164,0.33519854524539267,0.3910668780847524,1461,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,-4,0.079724435,-0.242524446,0.4019733148506907,0.6277441786092606,2810,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,-3,0.1000965309832614,-0.277964943,0.47815800472944825,0.6038063096600936,4228,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,-2,0.066000839,-0.111967443,0.24396912060459786,0.46729926662623456,523,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,-1,0.11342452939513992,-0.191742202,0.41859126058879087,0.4663113506218859,1965,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,0,0.085970108,-0.117129403,0.28906962004855363,0.40673696956097816,2274,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,1,0.12397826123020902,-0.125741975,0.37369849795891225,0.3305142914373027,1911,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,2,0.084345131,-0.180119513,0.348809775,0.5319064014022585,2569,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,3,0.10161815790188786,-0.029084631,0.23232094724137808,0.12754591085895628,3704,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,4,0.051155392,-0.271253276,0.3735640612493739,0.7558112956914762,2857,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,mid,5,-0.03016684,-0.253781813,0.19344813382285544,0.7914606616170223,2773,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,-5,-0.099095557,-0.413469268,0.2152781540202161,0.5366920566633808,1496,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,-4,-0.184682122,-0.476780183,0.10741593868602711,0.21525997921796924,2120,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,-3,0.017466402494267005,-0.268803576,0.3037363806889666,0.9048103708730064,3356,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,-2,0.080916173,-0.037558311,0.19939065610274312,0.18068510518562464,1143,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,-1,0.13014287888220033,-0.089532721,0.3498184791196448,0.24557401997839157,3932,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,0,0.14946951387191265,-0.0605937,0.35953272724697655,0.16312774820685183,2135,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,1,0.17011658293641166,-0.047210891,0.3874440564656119,0.12497514730020476,2091,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,2,0.31656219544894365,0.20118113943788912,0.4319432514599982,7.552621594797415e-08,4752,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,3,0.32156394684348555,0.084718711,0.558409183,0.007788926,4585,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,4,0.28248165823590193,0.028052110573708156,0.5369112058980957,0.02954781,510,,,
Group 11,D1101,Group 11 / Disease 01,WorkLoss,high,female,old,5,0.3763948554285311,0.18809745041466774,0.5646922604423945,8.931683278090574e-05,4420,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,-5,-0.109331183,-0.278617471,0.059955105,0.20557087182862466,3621,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,-4,-0.263965631,-0.586254304,0.058323042,0.10842600483962217,4849,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,-3,-0.23829225,-0.490902757,0.014318258,0.064471544,3976,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,-2,-0.39537978,-0.597705008,-0.193054551,0.000128044,4760,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,-1,-0.355376624,-0.496091062,-0.214662186,7.420883927355959e-07,3872,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,0,-0.37091043,-0.530256247,-0.211564612,5.05947409701335e-06,2094,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,1,-0.316724971,-0.500610219,-0.132839723,0.000735707,996,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,2,-0.480759327,-0.776329764,-0.185188891,0.001432442,4397,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,3,-0.619353453,-0.809631716,-0.42907519,1.7734680390901758e-10,4822,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,4,-0.640005289,-0.936915974,-0.343094604,2.390740289648363e-05,1257,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,young,5,-0.635441126,-0.832020928,-0.438861323,2.363131912375138e-10,591,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,-5,-0.547596731,-0.821201881,-0.273991581,8.75373485924591e-05,4004,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,-4,-0.627936464,-0.816531017,-0.439341911,6.757927550893328e-11,401,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,-3,-0.365482995,-0.579181865,-0.151784125,0.00080192,1993,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,-2,-0.523749828,-0.725060041,-0.322439615,3.4083588440481094e-07,2370,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,-1,-0.270127823,-0.532238951,-0.008016696,0.043388906,3441,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,0,-0.476353985,-0.680819851,-0.271888119,4.9639285140123945e-06,2961,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,1,-0.312006584,-0.545949563,-0.078063605,0.008948237,4511,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,2,-0.391844875,-0.659639627,-0.124050123,0.004131701,3960,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,3,-0.237529708,-0.343992392,-0.131067025,1.2256700965718181e-05,3208,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,4,-0.222802799,-0.528217719,0.082612121,0.15276386922660512,1516,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,mid,5,-0.225897674,-0.409941824,-0.041853525,0.016140450050636357,2640,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,-5,-0.382768523,-0.689631353,-0.075905693,0.014492193522043006,470,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,-4,-0.334389009,-0.588792828,-0.079985191,0.009988451,1914,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,-3,-0.316231152,-0.498339659,-0.134122645,0.000665194,3190,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,-2,-0.31579585,-0.5352442,-0.0963475,0.004794493,2115,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,-1,-0.322607139,-0.459861966,-0.185352311,4.088491871279132e-06,1207,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,0,-0.297407566,-0.518416272,-0.076398859,0.00835103,606,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,1,-0.518885575,-0.7601334,-0.277637751,2.4906281147263343e-05,2138,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,2,-0.422893167,-0.711091434,-0.1346949,0.004026949,1526,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,3,-0.28935692,-0.488948012,-0.089765828,0.004490081,324,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,4,-0.360940594,-0.551628859,-0.170252329,0.000207302,3253,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,male,old,5,-0.262501714,-0.462833857,-0.06216957,0.010221292267965643,2786,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,-5,-0.671392683,-1.022172456,-0.32061291,0.000175821,2672,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,-4,-0.638063982,-0.903883966,-0.372243998,2.542295575835851e-06,4758,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,-3,-0.625244931,-0.828644312,-0.42184555,1.691158324490516e-09,689,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,-2,-0.692407044,-0.899862228,-0.48495186,6.080735914792967e-11,4530,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,-1,-0.658659395,-0.872357865,-0.444960924,1.530733539922835e-09,3296,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,0,-0.340876046,-0.489533484,-0.192218608,6.978609268681879e-06,2047,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,1,-0.439539832,-0.697069486,-0.182010179,0.000822119,268,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,2,-0.417659101,-0.680851879,-0.154466322,0.001868894,2704,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,3,-0.409387713,-0.631552909,-0.187222517,0.000304165,3673,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,4,-0.164805564,-0.375639975,0.046028846,0.1254983384977444,310,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,young,5,-0.213436425,-0.507745812,0.080872962,0.15519652807376327,2914,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,-5,-0.204348252,-0.40145168,-0.007244824,0.042149338,497,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,-4,-0.320201036,-0.55008177,-0.090320301,0.006331793,2149,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,-3,-0.364437072,-0.484396733,-0.244477411,2.6090991589455825e-09,3344,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,-2,-0.45033585,-0.690895535,-0.209776166,0.000243324,2486,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,-1,-0.291051199,-0.479047155,-0.103055242,0.002409916,3152,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,0,-0.554372219,-0.819191444,-0.289552995,4.0771891162583174e-05,4866,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,1,-0.569001641,-0.685018501,-0.452984782,0,997,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,2,-0.597994045,-0.852912512,-0.343075577,4.269418291791283e-06,4593,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,3,-0.627302073,-0.816486535,-0.43811761,8.084932723306792e-11,493,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,4,-0.662080881,-0.857136456,-0.467025305,2.8744118196755153e-11,3603,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,mid,5,-0.745766447,-1.069900394,-0.421632501,6.496150550372448e-06,3512,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,-5,-0.404754514,-0.585690182,-0.223818846,1.162335650439772e-05,300,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,-4,-0.561644483,-0.790105807,-0.333183159,1.4469770428515716e-06,3825,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,-3,-0.378000783,-0.598877986,-0.15712358,0.00079575,778,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,-2,-0.615279428,-0.847488693,-0.383070162,2.0652573207158298e-07,4353,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,-1,-0.34972394,-0.508651513,-0.190796366,1.6103441268011665e-05,3375,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,0,-0.428662405,-0.729895255,-0.127429555,0.005284945,2953,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,1,-0.335059249,-0.595777259,-0.07434124,0.011773037470555359,2451,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,2,-0.315644276,-0.481909336,-0.149379216,0.00019848,2511,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,3,-0.255835702,-0.605339673,0.09366827,0.15136882945604802,3814,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,4,-0.245883244,-0.511890886,0.020124398,0.070029592,3583,,,
Group 11,D1101,Group 11 / Disease 01,Depression,low,female,old,5,-0.095716535,-0.329022461,0.137589392,0.4213315197178149,3294,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,-5,0.10548851560457272,-0.235444286,0.44642131685575237,0.5442183246515697,2686,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,-4,0.0170842,-0.238679238,0.27284763782939553,0.8958371008632431,3500,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,-3,0.18244062060300176,0.026179480416413242,0.33870176078959024,0.022115867,2756,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,-2,0.087862014,-0.094308627,0.2700326545404277,0.3444955393655269,3466,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,-1,-0.058982001,-0.306435898,0.1884718962470249,0.6403733850923523,407,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,0,-0.001930768,-0.311039778,0.3071782426707764,0.9902320453138429,4947,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,1,0.014628097802288523,-0.200291242,0.22954743738160174,0.8938739847471981,2205,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,2,0.009003016,-0.188733208,0.20673923915334724,0.9288914584654042,1322,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,3,0.000551097,-0.294975489,0.29607768254073635,0.9970837395025867,2698,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,4,0.011020149127698775,-0.293199775,0.3152400736575648,0.9433980755781026,1127,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,young,5,-0.100583758,-0.414160709,0.21299319160050195,0.5295489484653728,4428,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,-5,-0.211933557,-0.426887715,0.0030206,0.053303063803932016,531,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,-4,-0.215270937,-0.455339663,0.024797789051946018,0.078825351,2323,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,-3,-0.084065371,-0.353311223,0.1851804817297077,0.5405631549785146,4693,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,-2,-0.028595189,-0.237712414,0.1805220357802641,0.7886877092224591,2597,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,-1,-0.001824993,-0.301475091,0.29782510488734626,0.9904757107007154,705,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,0,0.32769440206959394,0.00210698,0.6532818237584339,0.048531600258904906,1983,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,1,0.091743112,-0.121739594,0.30522581755923117,0.39962000917320895,2906,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,2,0.2502364866271706,0.12611927257360434,0.3743537006807368,7.762537329769614e-05,1470,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,3,0.33459751378604813,0.059966159,0.6092288689466865,0.016941776726786095,4632,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,4,0.4466415360493214,0.21731402571545613,0.6759690463831867,0.000134907,3693,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,mid,5,0.5008931121292567,0.27541773419054144,0.7263684900679719,1.33592648003944e-05,3341,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,-5,0.2831515682164316,0.13909192114829044,0.4272112152845728,0.00011696,2787,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,-4,0.2532479589653638,-0.09426039,0.6007563080709918,0.1531891154898073,2384,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,-3,0.2362320549755681,-0.024282863,0.4967469728363869,0.075517843,2430,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,-2,0.31637087724261104,0.049109027,0.5836327276291977,0.020332898425466928,790,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,-1,0.17640048830457766,-0.095441239,0.44824221590965474,0.20342242509278163,1698,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,0,0.082080169,-0.118417298,0.28257763606632785,0.42232748590391145,1424,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,1,0.1508271438396158,-0.18381985,0.48547413759466373,0.3770297977190493,2240,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,2,0.16258437962615213,-0.014328802,0.33949756085762745,0.071663025,4007,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,3,0.1265642535742053,-0.136855051,0.3899835576887469,0.34633852071498916,1664,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,4,0.10508401106884181,-0.051900967,0.26206898874611484,0.18951933720171077,2872,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,male,old,5,0.034833295685907054,-0.184020569,0.25368716026729055,0.7550722841476238,423,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,-5,-0.145483849,-0.23405596,-0.056911737,0.001284628,3658,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,-4,-0.248310275,-0.563922211,0.067301661,0.12306240363989485,2751,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,-3,-0.232571518,-0.494913921,0.029770886,0.082285343,4832,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,-2,-0.253811416,-0.584237676,0.076614843,0.13218497016411934,544,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,-1,-0.186821321,-0.286135201,-0.087507442,0.000226918,2037,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,0,-0.061653877,-0.22020665,0.096898897,0.4459682183288174,4855,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,1,-0.001101326,-0.224071814,0.22186916263817355,0.9922757256611434,536,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,2,-0.208515385,-0.399735526,-0.017295243,0.032575577,2164,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,3,-0.005555327,-0.199339963,0.1882293092434058,0.9551917558748906,2662,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,4,0.15165900014645758,-0.029242168,0.3325601686011128,0.10034745938619305,1393,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,young,5,0.12282076776580045,-0.154373998,0.40001553387677247,0.3851501844436753,4821,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,-5,-0.129769673,-0.342692135,0.083152789,0.23225916343656872,1424,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,-4,-0.108409149,-0.298611547,0.08179325,0.26393621333345596,2832,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,-3,-0.05441973,-0.364423879,0.2555844201010966,0.7307947543098483,4353,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,-2,-0.136683826,-0.431933739,0.15856608686716103,0.3642122686146769,3819,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,-1,-0.001287072,-0.211847083,0.20927293924529333,0.990440995,4814,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,0,-0.139063926,-0.364101047,0.085973195,0.22581819569585537,819,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,1,-0.14509346,-0.564927133,0.2747402139304006,0.49817055489245443,3623,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,2,-0.074158384,-0.26222259,0.11390582075079718,0.439595383,3401,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,3,-0.202946128,-0.256300832,-0.149591424,8.970602038971265e-14,3242,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,4,-0.284486837,-0.533789799,-0.035183876,0.025311656107046332,2011,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,mid,5,-0.213204995,-0.353657685,-0.072752306,0.002927504,2298,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,-5,-0.342861693,-0.501343613,-0.184379772,2.2323362091292154e-05,2058,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,-4,-0.271270142,-0.532944085,-0.0095962,0.042166026,3288,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,-3,-0.256880109,-0.5328855,0.019125282,0.068124043,1067,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,-2,-0.258171002,-0.599765514,0.083423511,0.13851790606867742,707,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,-1,-0.078267296,-0.242121235,0.085586643,0.3491581509452397,4743,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,0,0.049158612,-0.116625582,0.21494280602885255,0.561117431,973,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,1,-0.006558715,-0.281308578,0.2681911482826847,0.9626819470667249,4454,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,2,0.049598087022310174,-0.119494732,0.21869090558534743,0.5653557733520653,3478,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,3,0.10523925554069613,-0.194448548,0.4049270587463838,0.491276853,531,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,4,0.19892923398323378,0.029939105110101866,0.36791936285636573,0.021041275,3635,,,
Group 11,D1101,Group 11 / Disease 01,Depression,high,female,old,5,0.3037463376866745,0.11428907519604634,0.4932036001773026,0.001675921,4734,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,-5,-0.381293777,-0.620376406,-0.142211147,0.001772936,4046,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,-4,-0.454232818,-0.708360463,-0.200105172,0.000459457,756,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,-3,-0.346068972,-0.622956695,-0.06918125,0.014297050546453693,1763,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,-2,-0.364053564,-0.572187592,-0.155919535,0.000607384,509,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,-1,-0.463287047,-0.769631724,-0.156942371,0.003035491,1836,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,0,-0.582518662,-0.835625089,-0.329412235,6.455459783616391e-06,4635,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,1,-0.543880974,-0.715379627,-0.372382322,5.105360578738782e-10,332,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,2,-0.542680119,-0.751270075,-0.334090164,3.4099585088931406e-07,4121,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,3,-0.689507183,-0.811461577,-0.56755279,0,416,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,4,-0.488019383,-0.669071581,-0.306967185,1.270116998242088e-07,4353,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,young,5,-0.746172027,-1.047442321,-0.444901734,1.20730226926824e-06,1434,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,-5,-0.648579478,-0.803807756,-0.493351201,2.220446049250313e-16,1959,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,-4,-0.674669799,-0.965697759,-0.383641839,5.526713944714601e-06,1619,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,-3,-0.601680926,-0.834777623,-0.36858423,4.2090726282140167e-07,4523,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,-2,-0.475608622,-0.66047453,-0.290742715,4.5940352366713455e-07,3288,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,-1,-0.475681599,-0.628951703,-0.322411495,1.1798368948490179e-09,4674,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,0,-0.626737404,-0.917355022,-0.336119786,2.36955712877851e-05,2042,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,1,-0.48092,-0.591345889,-0.370494112,0,2705,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,2,-0.411516953,-0.586216745,-0.236817161,3.894959451411495e-06,1757,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,3,-0.436727008,-0.717062699,-0.156391316,0.002262428,398,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,4,-0.37105003,-0.596905019,-0.145195041,0.001281807,4519,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,mid,5,-0.438209803,-0.739743139,-0.136676468,0.004393798,1931,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,-5,-0.302354019,-0.408702951,-0.196005088,2.5132027792196254e-08,224,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,-4,-0.31904058,-0.605983378,-0.032097781,0.029313245746768635,1638,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,-3,-0.247014406,-0.388488338,-0.105540473,0.000621228,2699,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,-2,-0.32873355,-0.585170501,-0.072296599,0.011985271789447527,4483,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,-1,-0.399226514,-0.606953281,-0.191499747,0.000165294,1587,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,0,-0.54142765,-0.800674722,-0.282180579,4.251201195470955e-05,1518,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,1,-0.422035875,-0.687481564,-0.156590185,0.001831782,4663,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,2,-0.635685858,-0.799744483,-0.471627232,3.086420008457935e-14,3494,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,3,-0.696681459,-0.939479153,-0.453883765,1.8657929867771372e-08,3136,,,
Group 11,D1102,Group 11 / Disease 02,Mortality,low,male,old,4,-0.699724484,-0.987061953,-0.412387016,1.8150727065791017e-06,4677,,,
